5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 300
6, 1, 300
6, 1, 300
5, 6, 500
5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 500
5, 3, 300
5, 1, 300
5, 4, 300
5, 4, 300
5, 4, 300
5, 6, 300
5, 6, 300
5, 4, 300
5, 4, 500
5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 500
5, 3, 300
5, 1, 300
5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 300
6, 1, 300
6, 1, 300
5, 6, 500
5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 300
5, 4, 500
5, 3, 300
5, 1, 300
5, 1, 300
